index,Follower,Target
79625940,5378747,27040
79442435,5263014,1349110
3293084,146241,21362
67773061,1778368,56668
72836075,2994826,117730
39108646,216898,1683987
34585313,482349,2396031
10576562,840149,889558
55797355,375968,2885069
29442051,7034,1490176
8614887,500455,8766797
46506653,404951,1541341
51789875,88157,45687
23065750,61635,25305
12932325,3262243,557396
660349,160671,160666
69900929,2171203,1535077
84659507,8147487,8121005
73634168,3173798,422414
5227983,1124064,8807259
22387813,1700123,231505
14663574,490430,2209300
54780751,258080,1445013
39352422,47164,27163
8081548,847128,4497190
76178846,4029427,4027047
62493271,1140730,55567
37716752,3356868,5471293
38896029,105620,6693972
413182,203335,203372
2455890,447606,9040274
59354016,666221,1898211
45873748,7947544,1329095
31940992,3887,565449
69234263,2011412,489586
4712330,1667517,9237373
51543078,76583,181535
18293695,117112,4813831
76297854,4084162,3424574
44887974,929241,1325453
59718989,705331,451909
64331523,1345367,387993
5187568,840447,1783305
9041772,713122,1730125
74883462,3430179,8121005
51038849,59083,11749
19286448,264408,71981
5349012,35792,1934213
7355091,20505,1132923
70387929,2299481,447791
63135956,1210141,584516
40174410,56382,1041695
23885694,3617500,2894686
57882655,569093,56077
78771911,4868557,4583
41121207,44058,2646414
77297751,4323364,8121005
73118327,3064983,4121758
2111708,1008283,38253
70620973,2343572,5202
40078432,56382,8316214
20394827,58994,10356487
29249077,54006,548105
21592281,3621148,8765314
66080215,1513039,15656
42437824,55035,16020
43277327,619142,3085151
68264936,1848395,194930
8624743,2457703,1931522
64758118,1414117,4190607
36504691,503442,42347
36744208,2117554,1498252
75961610,3928768,82831
7722092,151504,2696
77559789,4410330,4713906
30002771,3493,4117111
41334116,267289,4497065
59632521,683359,929061
9785724,691327,744123
25057005,259580,3224731
34844897,2750369,9238229
63925353,1304477,4018
79080290,4998561,2690771
60608808,901565,32405
47436373,604602,48453
10323815,1017404,2206564
21753379,503431,7496
65103359,1455235,119020
44992713,1510427,2674330
14615473,1042090,4686394
1566471,487802,783092
55508087,293288,628845
81229991,6310790,5994113
47817505,13911,3032883
39708561,195220,92944
6423736,152495,8796365
51241215,67023,686194
46740261,48915,2339549
63992822,1313061,1424
1405700,661051,8768755
57637526,550644,1293434
50848298,55920,238793
51630177,79935,397263
61987168,1053648,12945
30109510,3493,433190
4775310,1675715,118966
66886124,1606591,125629
16780336,2705411,385323
48481545,3984,1871550
54420606,236454,3098589
21503461,4897149,8764401
4670804,1662341,1662661
58588511,620942,47575
19364729,52331,1589977
16701436,1376574,4211186
12955748,34429,190458
3908908,1456864,325077
35197401,1114054,2643
50595657,53810,1735850
17531656,450021,8767509
20461478,640286,2701582
24638324,212830,1704966
69786428,2138080,7552
18440293,402642,155474
64347826,1347724,3629951
75662893,3756903,7496
77941531,4513451,3413253
56971811,447680,144333
70155705,2248953,874493
85066215,8508553,6623784
1546381,146160,8765370
8440113,695531,8766797
83764172,7508043,2136
81298342,6375465,5994113
70573633,2334127,203554
35376508,182070,10930616
29845877,31773,4167005
46399658,619296,1937877
11431617,503626,6823375
67140852,1660346,206738
19335616,434231,4120785
15115819,3987806,707001
69109912,1975539,378352
70242877,2267268,717036
79880354,5478942,1223264
36867488,4697059,8765259
43696736,3402,2966358
31107502,27168,569162
27977285,16201,2884431
684408,297323,282294
24094730,1290946,32291
34081767,150228,4908049
70690954,2360628,16201
10057312,873557,9644461
81631529,6538020,55567
76260196,4069942,4067561
13436176,3378739,9882962
48802503,9687,69014
55785488,375073,23357
79035766,4980127,3487274
44117365,195563,196160
58529165,620119,1490653
48344278,2341,5480426
13985475,3430168,3429356
4497235,1214466,379961
74967276,3459554,45484
18722322,1681610,263225
4458530,860297,8762945
27499598,67035,3493316
12518766,2757504,554038
50859157,55985,13952
49129823,15335,4386868
31237441,292862,655188
21648127,2932916,718952
64407692,1353622,284559
9586554,636467,538607
73380577,3103531,157519
53780735,213549,577619
15326988,515415,8764432
28059186,16201,5335014
36226205,7318853,4939952
7432503,875947,707001
33088865,3139971,1950030
72515588,2893318,855318
47190493,82831,2463969
48569703,5953,29770
36492260,503378,7054372
62770421,1171125,6645991
69341345,2046404,90494
6457432,152888,8765090
33548603,7427861,8988320
66669129,1578933,44057
63375645,1232030,936334
23560089,1242801,9028929
58697264,626896,4855593
6210240,31566,214716
7375237,126621,2244427
39429846,1778881,382172
65672536,1503505,396038
57386564,525373,2058301
81788926,6567895,18515
45906839,2862246,585231
35646907,663747,7481601
73522261,3142911,195362
27669670,127578,620945
76812717,4193200,397157
75825845,3884801,219293
65642901,1502802,219293
21590598,720445,8764996
42856377,55567,154025
55471995,292710,45877
24373844,3277,1892667
55155361,269772,55511
35655784,493508,8772025
17685208,10001,10181382
78119099,4601866,2041453
10953198,178560,912555
80463598,5766903,3054273
40726583,194582,628292
69668555,2114149,92861
23637065,3040871,3034458
82901700,6952814,2041453
68505268,1852748,267289
37903265,195786,1870626
80508062,5794402,8079
64108550,1316886,432110
8425519,662504,1037671
15867565,1616198,7174859
59376788,667847,565734
49038548,13520,3914461
83734130,7483747,4573533
16553596,48221,4409765
73244682,3087585,16013
61528223,1002279,33975
8117893,415328,427258
34587972,482379,8766687
13284219,3298842,8765706
17449828,512540,4120308
12996845,2051680,5771233
36964932,4230889,455051
42424612,55035,1353714
3440018,100825,1365315
15635411,4169846,4169849
83185592,7141779,4703375
38444571,1329175,54877
61791103,1028397,152189
83644269,7413669,462385
6544109,262452,8944001
29714303,53881,2905779
59939338,734523,2339
52239827,103543,89350
81130252,6218542,5994113
59485440,674214,11749
17080913,136835,9422816
51482945,72298,1437055
68532709,1855534,696876
56657379,435415,1202400
46534767,46345,1288578
67896003,1804561,1010746
64218398,1329023,1164505
74163528,3326167,1889547
16717690,1020842,4958947
15619245,4168254,8785643
4586732,1115198,1665202
51203369,65294,152822
25472177,47344,97668
58804232,628897,1291486
80937011,6041340,5994113
23617746,4052946,200432
3593680,1387232,5910510
76316227,4095782,3424574
35248958,394574,1502094
1775629,916463,8927183
58574030,620746,4078169
22400547,393263,2990385
71252677,2515110,2515042
19601004,4999813,8816240
58583469,620870,194930
9196512,2564085,7831973
4955926,692661,1348330
66370064,1535905,1966754
19750207,1929277,9532457
13848413,3490134,1879920
19623356,885739,738934
27260947,1450,1017802
39581582,443998,81577
8763442,498971,8764640
85263108,8695953,569310
12017574,1123353,2090645
12557079,2147207,8868969
26211408,44057,6635963
37067356,4189895,1778496
77230841,4281796,3589912
10470728,152631,1468171
62621062,1155688,1155649
60042719,744950,33975
17105832,1131891,3633233
16660103,1194992,121960
33287146,1104828,5523423
5342649,525509,2102698
42080890,18115,1208958
17161232,505942,3026921
40161555,56382,4573017
69922179,2175075,187894
21742858,576888,10436201
20256952,1107092,3377771
983821,536050,136897
67437342,1706674,223460
12517484,402574,65126
34019655,149702,5576529
43201632,195623,441062
7768024,834365,9473812
20185274,4895252,7792393
52221666,102494,44064
63703547,1291549,72413
15768671,25659,4187804
77807711,4461149,1693
40799919,216829,1315467
68156119,1846356,44057
654567,289130,621399
36643807,18426,5259723
28743390,1693,2981890
1628324,711866,112974
31678829,111800,5000152
54062108,220092,1424
63096191,1208481,455843
61181601,953352,534
9554161,2641810,8802923
55064393,268111,33948
17248852,2935313,674977
31212924,292862,1384769
14349529,22550,8816835
77222740,4279487,3323122
76430480,4123930,1290824
84352327,7916152,5993851
65968241,1510156,1505942
7656487,124661,2093189
83689891,7450106,1960670
26389530,1424,120076
45769271,8431280,8924362
84984743,8433212,1074072
20903927,5416839,4019951
51082946,60892,4030309
34773215,101976,6563642
85074097,8516342,6623784
24982644,45785,3763043
76397567,4115074,264911
66326764,1530479,37589
45878238,28385,1368838
19690371,297113,263762
659824,160671,160568
6717799,846912,2093192
68845766,1929494,196780
17699251,2659101,4678086
66623098,1570663,129632
63967518,1309177,2208668
84333627,7900187,7900024
23570779,1310157,5481829
34065272,5196245,8764404
51812320,89199,4103678
73252647,3087790,1448724
72242645,2829653,217798
52896476,136638,1722798
32563637,4137712,3401937
75110813,3503966,2308127
30053196,3493,1005310
37367883,125141,6720730
62043051,1060563,4189895
5783449,1920737,134582
35147613,7314346,3309345
30744646,1064492,8435804
45157731,58200,1982224
3938440,843909,102907
53345867,194889,3408786
26829973,91742,3108623
15448376,1504812,4106133
46251285,26849,6555478
33038752,210729,20238
39627850,654945,3359663
48059869,462688,15889
64584892,1377890,8079
5898752,220141,9330680
16676301,1759179,10108356
41570549,55716,1214298
36450232,199128,2681441
46926152,36767,289790
18521350,510664,119217
83894858,7612922,5754744
9199804,2565095,8766485
43737549,3402,5833331
24033029,1743887,1807418
56423003,424795,8079
57786237,561748,1718261
66365564,1535122,234046
44641952,2341045,11213184
24098161,1290946,374848
39424603,1368835,3312156
59894121,731990,54988
1447973,685659,226135
71517029,2618478,767484
49027958,13454,2005745
50566118,53354,97427
57452387,534671,1174645
12563953,3214359,9825009
68571278,1866032,576780
23542849,5836557,3309532
24716125,1448724,948498
56226753,407372,1449487
42552699,219293,45992
9164242,490557,112974
29642746,410873,89379
40520944,37562,1509669
2569529,51985,2783228
46903788,121011,2906062
145452,64382,124790
62559630,1148119,3317203
30119628,3493,1553209
38620490,667431,118061
16243441,509004,10087197
80300053,5711591,1721939
66301337,1527200,962863
51714133,84098,3034257
61831667,1036393,1125368
11860816,402189,5667835
9037600,64473,8762955
12059330,1271432,712956
83759719,7504574,71364
12185129,46442,43450
30467449,16270,106970
116239,48908,1050056
72947067,3022760,3493
10611656,421402,5355757
65090197,1452957,55035
17302343,2936436,8764420
62305966,1094137,3277
53291080,192240,705861
43423096,1770127,70466
66718265,1581240,242186
18771075,3652061,79994
46841622,47791,397268
82248270,6693641,16147
15054842,97303,8810158
37120067,3094812,791302
36634172,3382986,619164
71699273,2661972,40415
81010798,6108666,5994113
14300690,511395,8765675
26466143,397157,43016
39094248,216898,112357
46428047,117961,1848528
8610505,494980,3377437
35006777,3929836,9167887
43949552,671997,1207745
72059983,2776393,206738
16927218,4516170,1229299
60377798,832213,2694018
44955149,46396,1485785
59209044,654761,196114
43669031,3402,3100931
33840152,4359102,8765358
53625154,201211,3285361
35640919,179263,931115
49832407,34270,3887
42510536,288074,2697783
62424011,1119185,1616116
55487410,293001,55124
58525670,620050,48042
16806920,2256847,4060403
40880643,56668,45497
70698248,2362218,72280
9748728,1128603,25609
70501151,2320748,208407
65198619,1464503,17661
20523321,1833655,2763434
41260921,269842,1295131
43202290,195623,1963668
7377690,872509,21362
36620727,226315,506647
30392421,2297,1290799
732506,30623,8766447
75090264,3498015,298144
49804304,33495,834030
47635594,45436,194600
61086366,947007,287875
30580816,11126,7107286
8530059,2436476,24481
14817772,1219418,2902727
40621163,3364,7505479
70719452,2366514,5984042
84620799,8110986,7676279
68361739,1850100,934771
2618171,233706,9062463
12245091,2341945,719009
3007271,769037,1142322
43036101,3487,4172711
23930330,118491,92425
21020867,228263,200392
68822279,1923194,445062
8134403,101100,8777961
36140871,3123341,939961
2415123,115445,9036059
36804539,2400851,38761
11253197,117730,9727092
58217322,604677,889134
17998935,280514,9168534
51813671,89241,1693
67827234,1784031,5994113
60034076,744114,4108484
24736973,10183,6596824
48792939,9604,1515721
16648490,4449287,8809330
22111181,517825,8774271
32735590,619602,84113
7398884,2248467,8771299
30614220,2474484,4857959
57492053,537456,2247395
23641651,3605102,649649
23072959,646632,9532221
65146290,1457770,4404319
12733415,1217280,9836915
1328135,646985,1031801
66901170,1609795,15067
72479205,2885453,429194
77387872,4366416,4343637
22032804,22013,535365
81877753,6588321,2457982
19869864,2942964,3534013
78346695,4684308,399586
6122220,502712,8923138
22602512,2631339,5760891
9595524,493566,2649061
28310663,535483,547500
83108342,7102234,5512924
25562018,429245,103128
65803680,1506735,432929
51375531,71314,54889
23570136,4942374,8770071
76963906,4198639,456022
77191809,4260679,4514205
19426219,4897107,8766694
21055433,5484834,2389168
80523213,5800714,8079
33820273,389841,1823713
38415501,48050,2109233
32878954,72280,3052301
28130732,2661212,2313
30923433,1959603,6610116
50022089,40239,2120043
5852191,433807,136327
76626880,4182878,25659
49117360,15225,195615
51059098,59799,2914415
36675690,1902984,10867422
56041324,396782,863056
62541903,1146284,3613245
27223427,1450,2947967
16547995,48221,2818979
40260535,194943,4187407
57084797,453017,219293
60956435,934877,16201
59835025,726099,288368
30040708,3493,7066927
54453315,239056,462753
59283016,658755,132075
80006062,5524849,1910615
16578624,48221,582553
13978546,912629,3446710
9652371,489832,39576
42131122,16013,958833
74468892,3375881,1171734
31961911,3887,3126399
77713707,4417530,8079
32562460,4137712,1481983
25229113,267705,71386
61090745,947198,119477
82033736,6620118,52262
44079045,2300528,5920244
21577459,947923,80610
78227941,4631308,18115
78320522,4675687,59072
36796385,4672090,1510757
21202358,600074,1060267
75094929,3499650,223460
14639170,795566,8771912
80835252,5965340,432929
50313047,46938,292862
43170651,655687,3071598
43421393,1770127,8445470
25169716,46115,402875
28124520,3359901,292297
2497880,694223,9044700
45894926,1397804,1706465
38136232,3378833,2259239
79042318,4982964,2052254
55315137,285375,1450
12778060,877725,124907
30552077,11126,934965
50905999,56330,620812
12837324,504519,8817765
20682529,63711,1020116
19250411,4976346,3816409
5286455,1806809,716
84112405,7727831,3316385
47880655,47743,6726
26897431,121193,46820
52038263,95067,72280
26778531,264911,2241131
43584901,71968,6694178
14790413,3914074,134800
54711914,252838,624788
8559811,23273,119088
76954082,4198140,46521
19377639,2591300,8874183
2281571,1039422,3455563
75139748,3511571,194943
82787457,6896083,1171068
24588572,4556849,2521201
21733865,1237813,2539153
66187171,1515897,7051
73752001,3216942,241513
68932407,1947867,1720
38712382,132335,5364021
80147004,5612378,1663167
13162579,23047,9866533
3366862,498401,8766734
22009341,273270,449827
22011159,5590217,8763505
6139737,698913,9142383
76570757,4166269,3407111
44661353,1508060,1764886
9012219,149937,29424
83860340,7585150,2282514
75608661,3711901,7496
34732623,698,84895
44557183,1507050,1315106
43475435,47604,177126
32195872,534,7372159
19413607,918363,4207063
30791117,3441,203537
7539386,35619,8784242
23352002,1704329,670815
77058416,4226553,45785
17606429,4584512,7843576
19138762,4177793,3458959
8116970,71643,659906
51511600,72631,89068
38511676,195362,4188440
61746011,1024059,7141773
6506184,156124,986730
1177937,606219,8872115
50261599,46342,44098
37160050,1228508,7567211
30772668,2772082,10724250
68977939,1955327,1171734
11626647,774370,8763523
13933478,3498233,8765349
27462634,16031,1972646
44942437,46396,4891681
66281994,1524524,5884517
30867435,5716132,747360
14058168,904912,62587
70063370,2217142,1629776
10586763,1661870,8769657
12028855,421989,2179277
31705945,111800,2311822
8907050,691909,9012010
77105051,4230731,13889
31324559,1287981,268075
12987270,258002,894815
71971560,2757344,141222
29338666,117958,4069626
47543060,234026,743981
44079885,2300528,3337575
35673586,538383,51985
62439878,1124363,404810
18200419,374734,4804166
26577226,3026368,3698173
62672950,1160476,55511
43192344,593452,91846
42092065,18115,292748
62841897,1174044,20482
63143535,1211378,1125938
47171405,82831,3757
72161672,2809706,2136
64808190,1423752,108457
29868023,89068,552053
35278669,64513,8980232
16200877,508197,8762941
25835814,409,6564935
34760715,1930437,5406574
11018893,678776,2846476
53244761,186040,206395
38633765,3328710,8765632
35052629,1174656,3726
10957640,644946,387577
31278807,16147,5708443
8690118,2468069,736902
34989564,2062512,601505
67144167,1660670,285734
63424522,1237662,3487
14803328,598404,545604
64162237,1322502,4652
59889472,731609,731492
48182842,123,63523
36917157,4839579,1641899
50929968,56489,486578
47524914,47350,4666284
83284487,7210227,1629776
79955009,5503997,3356265
3012124,174670,8765057
10961658,22187,1934079
79715974,5417769,89068
18380022,4079084,1368335
53364286,195012,598404
1334948,62133,38117
79676582,5399444,24204
20183329,162539,1865037
15024649,506865,62102
69147253,1983607,1450
10766091,20556,4999580
54179427,224574,931875
30884666,2595730,64516
19952475,1349204,200859
83954607,7642433,7637564
60648939,904196,385294
14700487,3903212,56178
46454193,1509878,71499
74855081,3419866,4343637
52503580,118078,8598587
74855660,3420060,3417830
2576358,51985,9056508
17834901,3430870,610145
28267233,655266,232133
79271266,5121108,1349110
1286581,636282,8922927
79813270,5470674,68573
55092400,268548,216898
60122093,761889,752652
38654481,132335,2622404
77127671,4233022,114149
73481789,3128317,133331
30383899,98112,4417423
61817814,1032816,918125
4434133,492865,3284613
75315379,3576575,54476
69383281,2055725,5819
48841368,10401,11569
53305082,193677,231372
73653392,3181605,288368
63908658,1302354,195436
17746842,3396483,933579
58674965,624772,1048109
52915306,138129,3116438
36813287,6819092,674533
46419541,1016556,3085263
45230493,4065639,2425200
21554718,4149451,8774018
83057413,7072722,3087615
5270409,1805424,3323274
48811278,9800,1148660
19678248,1133116,1462053
12594284,3217138,9071620
47317999,1704300,20095
18331603,980190,8766447
74553524,3383982,269788
34141671,952788,71619
3324155,22147,89318
66790321,1589594,55021
47448945,621804,672416
34112660,2700977,2283
70461526,2313288,3572029
11803822,481259,565709
76507846,4144796,203356
70853541,2411534,911523
7433653,2169344,2251891
76938394,4197415,95018
73181534,3084990,46381
31105085,3385175,655088
72685091,2954167,161038
6092206,668238,674695
84895887,8355073,194930
50059644,41687,514542
80082286,5571829,429311
58272024,611068,186361
45903971,3395527,1168959
68605118,1873590,47164
30291815,81868,7927614
27455496,2358593,2358817
31147683,1848423,433051
65332617,1488435,47164
41281442,266470,1490263
80344471,5728625,5499653
71864636,2707561,55567
55385630,288692,13952
80686388,5887761,4573533
35664536,493598,1779948
5776597,1239600,1919588
43445122,118242,1014235
73545631,3148397,335082
61454434,994167,791386
66289215,1525682,218509
29564941,195615,1780555
62426216,1119894,550093
30789203,1109653,670330
30064196,3493,1430863
47410934,284688,1314678
70138365,2245259,895588
1372643,126401,190589
58830224,629243,1510270
35630855,493179,8763467
66630839,1572921,46115
19907449,2944802,9461437
38341352,445688,8110898
125576,56959,5179081
81400712,6471995,5994113
2947066,91102,120630
57761089,559619,559577
67691591,1763441,152906
45130087,962886,429397
41054369,47162,771154
51595743,78647,422654
78729268,4860469,1292070
63914914,1303407,59313
84428191,7962000,1340935
51885446,91129,72413
44997287,1804021,1368860
8760241,448843,39155
59064385,646740,44064
64286414,1338216,1336634
62415847,1116713,96328
17420745,50321,8981686
41727947,262837,1209391
31089920,628402,1291471
2808514,1181767,9078642
59881925,730625,96328
60974940,935139,33970
47007118,48042,56120
60444721,862875,1848423
4867115,269564,100720
54030933,219296,242186
62093043,1064723,379857
13944525,3498770,1320105
41678830,71823,1852178
82944917,6990992,2041453
42537748,219293,2885501
62391181,1110362,4682130
74206910,3333940,4391933
62942593,1189223,1202477
25205773,46115,2811659
51113490,62012,56668
43397080,952813,11188713
12509203,492365,9820637
58684173,626071,48915
39956214,267760,5476746
62144022,1070534,219293
33835625,1567907,2001905
75119485,3506234,3225898
61954661,1049526,2906345
61722086,1021486,4078409
54116550,221753,195923
57394405,526658,45484
58660047,623116,133331
84688741,8176026,8121005
25236180,267705,218093
83999587,7666517,3617029
12930138,1069748,2344714
78207745,4628473,8079
53031992,153579,64753
34594268,482476,6688
30541546,11126,268961
44276826,445062,2885352
7173906,428857,9157476
8817587,2485535,8762942
68379667,1850375,444250
2843774,740745,8859941
24619883,76652,37539
42111724,4123828,8363718
4567339,1115514,15155
29184664,16203,55943
10742037,421951,1600079
59623034,682303,905911
65561689,1501075,195146
39745440,195220,90164
70355779,2290227,203804
29280453,5689,54594
38340845,445688,3016011
83155027,7124164,2457982
53205447,178347,148737
82972609,7015378,2041453
21504403,830315,2789922
47037726,48042,2792168
55177588,270015,1485749
70652651,2348283,2474654
31991229,1720,1140973
1506661,186243,8946821
22603239,1762381,4133469
56140324,402729,267289
68579971,1868779,29143
23124930,1381444,5518761
44753662,195167,1429579
62519711,1143539,294972
12948151,887857,4878367
82218179,6686762,2326595
16088897,505308,3043681
84674276,8161923,8121005
13248713,1210924,8763514
41395873,56077,6827727
67702100,1765208,2340
15487905,3235069,2068663
82214772,6686424,71863
31253585,47744,432762
24196683,735398,3086148
72004688,2765467,500750
76715846,4190044,54889
63714513,1291705,1314652
75075647,3493446,64652
30282565,81868,8035889
5893955,864830,191365
47116896,54988,234023
30703553,4606537,7433155
21843969,23354,2890401
67830045,1784524,4862228
76113179,4002456,47344
35907726,1903865,9854684
33025563,802821,8768899
15275578,131882,227279
44029956,456022,5801324
39392732,47164,990594
64371495,1351115,3002464
84772497,8254202,40415
50452828,48213,284369
76061962,3984983,205725
52599938,121184,43809
48967746,12578,3610912
28630236,1693,4188423
40228423,56003,593728
51408816,71740,11749
4997223,21237,611647
14606954,3893113,1389608
38341582,445688,8003553
54187713,224897,134853
2871712,197306,1633733
60487048,885315,797152
45979487,432929,1353268
76430691,4123955,5716314
73371083,3102521,195362
59917384,733075,671667
23878177,3027215,10564060
28415190,32405,926581
1392044,665833,79456
10736653,142428,15713
43403997,952813,2815536
22138504,516894,8764924
66430194,1544134,724740
52290770,106887,216829
54160889,223663,8584760
152833,65483,65541
10901980,2695718,7599690
50086605,42842,7336234
47550336,128627,2701172
70824052,2398135,70849
6297237,1124852,1923318
28703543,1693,10663308
60166594,779267,711866
71343256,2537991,3402
62494676,1140885,1140793
24702809,120076,25647
57546089,546540,4018
45218906,642884,68961
53107560,160107,856683
57129541,455600,216481
40060593,56382,6577254
27405278,743909,1292050
14143812,23202,8771251
65218064,1470841,269842
50829452,55805,3407669
46977349,238243,114252
66272628,1522328,450979
38715030,132335,91782
1858660,939494,127247
41355797,217659,268375
42553835,219293,1313858
28923915,284687,4413711
35795239,4321908,8774274
44486539,1847281,1226182
24798965,15656,293260
30253550,4694693,10696661
53273059,189556,1450
21877057,653572,8818249
12154479,772478,8765408
18038287,1106211,4786851
47835818,1213928,11107
30839760,1329099,1328991
48649898,7016,402384
22332833,33975,4212500
15679828,3602854,6834710
61599062,1011743,1026026
84717652,8204057,8121005
43452594,118242,269443
24124903,46415,1704680
32947391,454250,36734
62195632,1073731,781009
44888911,929241,929006
21291323,3604360,160016
12577895,866442,4369929
45224696,3789575,9531643
77354061,4346609,3316385
51982599,92695,133331
7788872,142499,3902409
41525229,1847860,2336059
9686995,667957,9134117
1124216,152341,242078
17593337,517115,608
41066016,47162,3345691
73189354,3085151,619088
44567091,1490653,195403
56001925,391430,882944
82823731,6912590,444736
36708226,7499922,8402075
8377760,183381,8766690
32375330,72413,7382120
76098375,3998545,514084
44175691,622760,2510138
73034652,3049267,2339
72624766,2917457,645019
11826861,6488,1311845
83927173,7637883,7637564
15631418,4119637,1208753
68129716,1845771,47344
58722963,627599,1323644
16835988,817801,8825535
15820834,387050,10060054
31900188,3887,675158
35417881,39895,446164
20686351,510852,92355
42049348,65187,635394
13732302,467130,1202500
52964402,144207,430323
56071212,399022,118422
81054726,6149682,5994113
55583075,296823,267760
73833333,3235185,230447
55244733,278190,6841952
9606612,684100,2431587
48433121,3495,511104
33645970,354914,1035741
31757274,107038,1437283
16986187,1761297,10134336
64686793,1390156,49620
29773957,53881,610309
66551941,1561876,72280
20979421,177895,5669703
47979666,4892846,4014477
3145203,782017,1302341
85208684,8643242,7676547
81620710,6536546,6928676
68772811,1910401,444138
68640639,1883980,1582462
79325576,5162382,1349110
15448064,1504812,1848149
28017459,16201,6771826
47764639,673219,560841
60109769,755986,752652
58024523,590659,837838
78718398,4857714,116621
5542755,1843371,744123
5486654,851556,8770071
19177522,811853,9556119
63539244,1278765,47164
67957396,1818385,263530
35589616,726674,7479299
15139529,510906,4424962
57157437,457266,3995033
9113978,151426,8765710
79547282,5336627,5336523
7539278,35619,8764423
75285529,3567617,579019
64699766,1391122,213358
67519854,1729780,705861
2737121,19139,167458
29667840,134618,6537822
74856364,3420369,3417830
20851935,1113727,7038154
35275291,489723,10925337
76622763,4182170,51317
66629616,1572666,7259044
79977812,5514146,4164684
63847392,1295536,1295487
27206649,1450,6779479
77737929,4431201,2325187
3337691,777666,569521
7734364,1125146,6863031
32978327,235028,2260018
11528227,207889,1829988
41947253,103389,1455599
62367482,1103658,194702
29741180,53881,6524512
76594950,4174491,44064
30849288,948063,8781149
13266115,516653,5951999
37345347,918125,1706506
72357193,2870428,37168
54469327,240055,234702
30211508,6898475,6898226
39140363,292425,1689245
2290435,1041104,7362055
64940223,1441336,28461
52934715,140340,1532601
208923,83455,106677
42752258,4018,293258
28090534,39146,5793142
48083137,2172617,8766689
71935173,2730080,141222
67940537,1815207,422508
38726528,132335,675097
81590480,6534370,71429
3572151,562516,1024144
74424130,3367914,407048
67116633,1656968,1112774
43645496,1440529,595156
13854370,2342920,296048
53555031,197752,792280
62456195,1129902,869564
30419777,293438,3379816
30925862,195983,628104
4993590,512784,8940381
69176650,1990024,886985
54151975,223363,46115
10435880,60902,70851
37566048,893231,2496863
8498261,93187,424699
54060832,220031,46115
25127639,940024,399904
41703078,72412,3036420
26690260,396038,56709
4066957,7051,1500010
84809098,8283555,83950
58155563,603043,562535
43218368,386108,4411590
42701893,4018,4498168
72729341,2960931,2339
64606951,1380516,149718
40907897,1314077,1655256
73668692,3189613,195362
1895710,951252,77559
11814645,20497,15627
7234645,2199852,8779609
77776314,4449765,3033659
7548192,1878465,9457336
40806040,216829,3340319
73937850,3265568,33970
2405352,1065944,8361938
67917487,1809583,22372
33776998,3613405,1491515
30631082,2340,2298774
59581672,680656,1178906
58842918,629424,186361
23005662,8079,232937
61801160,1029761,2139621
33585409,1031436,10841410
26706942,396038,1382857
84389062,7933461,7813755
2928487,1219399,20234
31456574,196241,3171568
41803211,8528,3388767
33444488,1105724,565038
3694368,76714,99885
83408694,7246444,3428159
41283012,266470,195657
8866219,2475113,2495275
39148781,217366,267411
13940995,2084121,9922532
61821664,1033844,696986
23046330,8079,381506
72124086,2795506,1202400
94552,41545,693191
21913725,508443,9362264
58202155,604528,132335
1205355,615471,424699
75721995,3805179,7496
18541577,157714,549497
1435487,683727,368092
78208363,4628548,8079
72117014,2792381,1498160
47700559,2001501,3511758
20297133,475737,10220891
58745548,628011,31896
68882818,1938834,4018
51461958,72138,13911
51381697,71385,7744
57699545,554022,70543
6438970,2020975,4206343
23524453,1495640,10540380
71824849,2695344,16270
51489616,72340,37562
78701199,4849798,30327
63737316,1292111,444250
5972100,1957409,8900189
72409234,2877078,374689
55646680,302468,429194
22175119,1178698,91011
46158860,11749,1291705
10776309,21965,1872313
18928690,667564,6820431
2785745,163040,5701845
45964591,2836228,6358817
15612655,6011,414291
19405235,2096790,4019748
4011123,847318,232236
66859611,1603642,1917051
29065999,47205,1494584
74795853,3405949,1436848
54489446,241038,242628
54513245,241869,296056
19498177,481895,1031801
41925490,200408,6081
5056887,145117,145201
78688160,4842251,5527172
84225199,7816491,5987886
29671736,134618,1047387
76068056,3987093,1346940
5234046,430043,1792536
74381970,3359083,620490
22097036,516998,10458325
62947536,1190269,670438
84322570,7892649,24295
32793111,15322,56502
56515579,431922,55035
31365771,196780,591157
33132837,4742728,4646272
53968601,217860,284369
19244064,4975683,8942537
41633976,955727,69880
27923094,16201,736796
53484594,196034,2532247
9216074,214487,5830363
41949840,103389,1512741
80809748,5951262,47164
14059716,3509890,41264
41714175,262837,571737
62649247,1157510,62872
43226421,386108,1292790
17311161,1562200,10160941
39462765,443971,56654
3429766,1153739,1360630
27697742,46381,6757220
47365535,4573533,9099017
49259219,16466,3493
14706577,3903675,8772485
25591280,66333,433131
77488666,4402084,1544523
34215236,478165,3034853
81003873,6102272,5994113
27348071,16242,5045746
19917452,682931,3486871
32629906,1073343,6794352
14786796,1881527,8781404
3964787,225090,113896
44103438,6963,3009899
67699009,1764920,33970
24282048,154292,4997777
6239932,149154,5459705
69389982,2057352,195146
20839076,5412617,3288530
44087209,6963,628140
46343083,56669,1605865
51635377,80048,11142
34054773,476440,2283
1915645,955153,8764804
35723446,494358,651867
28475888,195371,603288
35238462,489425,6636
13115267,1470069,2278366
55591080,297117,1504747
